Q12913 P46087
Q9Y4L1 Q5HYA8
Q86TU7 Q15126
O75817 Q14314
Q13601 Q96EW2
P54578 O43707
Q9NQC7 P26641
Q02543 P46777
Q9Y5V3 Q9Y5R4
P11912 O43169
P03372 Q8IYB3
O75439 Q9Y2S7
O43493 Q7Z739
O15205 Q9BXR0
Q5JSZ5 P17813
Q13257 Q9UQN3
Q96HR8 Q15543
Q9UHD9 P11279
Q01151 P40818
Q9NWW5 Q8TBE3
Q6NUS6 Q15904
P78310 O14980
Q8WV48 Q16850
Q9NW97 Q9BXK5
O76024 Q96F81
O00418 P46060
Q13257 Q16651
P50222 Q8IYX1
O75462 P48645
P08311 Q92673
Q70EL1 Q92824
Q96AG3 Q8NBM4
Q8IXW5 Q8WWY3
O60356 Q5SRE5
Q14512 Q12789
P08603 P01024
Q6UXB1 Q92504
Q15762 P15151
Q9NRS4 O15118
Q00604 O75882
O14561 P36551
P19320 Q96QK1
Q9UHD9 P35030
P08697 P05155
Q01628 Q9P035
P11387 Q6UN15
Q9NUM4 Q6PIU2
Q9BUB7 O75489
Q96RD7 P46781
P18031 Q9HC62
Q9NQC7 Q15517
P47871 Q96SQ9
O15118 Q15904
Q92844 Q8WWZ8
Q9Y2I6 O43395
Q16658 P46777
P60866 Q71UM5
Q9H0A8 Q13868
O75439 P56181
P16144 P26006
Q14653 P0CG47
Q9UM00 P26641
Q5HYK3 Q9NZJ6
P62241 P82673
P18084 Q96H15
A6NGQ2 P09917
P13473 Q14156
P60866 O95985
P16930 Q6UY14
Q8IYS1 Q5D0E6
P07307 P00395
P49639 Q86VF2
P03372 Q9NQT5
Q9BUB7 P30049
Q5BJD5 Q9UBM7
O43707 Q8WZ42
P27930 Q96S97
A6NJ78 O75390
Q9NQX7 O60353
Q9UNI6 O00273
Q8N9N5 Q14201
Q8WVE6 Q9NQ84
P22695 P14625
Q9BVS5 Q96C36
P29966 A8MVW0
P46087 Q02543
Q96HY6 P50914
O75503 P27797
P19438 Q9UBH6
Q9NUM4 Q15293
P53602 Q16719
Q96AG4 Q96N66
Q9Y5Y6 Q03167
Q8WUA7 Q9BPX6
Q0VDF9 Q8N7H5
Q9NYF8 Q9Y3Y2
P50222 Q9C0I9
P08311 Q86XX4
O60942 P19388
P46379 Q86TC9
P20839 Q8N0Z8
Q96GW7 Q6ZMP0
P08247 Q8TF66
Q92985 Q14653
Q9BZR8 P48553
P04004 P15692
Q96QE5 Q9Y399
Q86X19 P98172
Q9Y4I5 Q16656
Q16270 Q9NQC3
P27694 P54727
Q15526 P20674
P55809 O75880
Q9NUM4 Q4ZIN3
Q96GX1 P61009
Q8TBG4 P05067
Q96GC9 P62136
Q9UBX2 P14649
P30203 Q8N5C6
Q96HV5 P18031
P06401 Q13573
Q8NHX9 Q8TCT0
Q02543 P32969
O95970 Q15126
Q96CF2 P55060
P48147 Q92598
O75309 Q14393
P43897 P04181
P29350 P50914
Q9Y6X3 Q9Y2D5
O76061 Q05707
Q13155 O95831
Q96AG3 Q9NPA0
P03372 Q9Y399
Q9Y262 P60866
Q15468 Q15121
P46531 P82970
P06748 P62861
Q96QE5 P25311
Q9NX40 O75489
Q96CF2 Q8N3V7
O43734 Q9NRM6
Q9H7H0 Q4U2R6
P19388 O15160
Q8WWY8 Q5SZK8
Q15046 P08865
Q9NQE7 Q15517
Q8N268 Q9H501
O75439 P30038
Q70CQ3 Q9NS69
Q15048 Q9UNS2
Q9NQ34 Q9Y6I9
Q9BSH4 Q4U2R6
Q96SD1 P42898
P20333 O95551
Q6ZMH5 P11117
Q9NWD8 Q6UX27
P54108 P04217
Q02878 Q9BYD1
Q9NWT6 O00165
O76095 Q8N201
P13473 Q8IUW5
Q96HY6 Q96HS1
Q9NRS4 P43490
Q2HXU8 Q9Y6A1
P11686 Q13444
P46781 P18077
Q6P5W5 Q99828
P61927 Q14232
Q9BRU9 Q96GM8
Q15185 Q92547
P27658 P48634
Q9NVH0 Q9Y697
Q96BP2 Q9P032
O14967 P22413
Q8WWF1 O94923
Q56VL3 P05067
P12830 Q9Y2J2
P40818 Q7LBR1
Q96HD1 P26641
Q96A46 Q9Y234
P46087 P62829
Q9H7H0 Q9Y676
Q1W6H9 Q15257
Q92733 P38646
P23276 P62341
P62136 Q96GM8
P00451 P00734
Q96CF2 O15160
Q13503 P02655
P08473 Q8NBM4
P28799 Q96G74
Q86T26 P14209
O43186 Q9H503
Q96DZ1 P14625
Q92820 Q8NCH0
O15297 Q9UBP4
Q9ULK4 Q13503
P01008 P04196
Q8N386 Q9UM00
P12830 P15880
Q9UNS2 Q96SW2
P12830 P28827
Q9H8X2 A0PJW6
Q9HCN8 O95428
P01008 Q96EW2
P26006 P10451
Q96CM3 Q9BYD2
Q99944 P02675
Q05209 Q86X55
P10276 Q9H0E3
Q9NR96 O15389
P27658 Q0VD86
P02746 Q99715
Q92956 O14732
P21397 Q9NQG6
P80723 Q99259
Q9BXN1 Q8WWX9
P20036 Q9H9S5
O95453 P62244
Q9NYF8 P56715
Q96A22 O60245
Q96GX1 Q6P1A2
Q96HY6 Q53H12
Q9H5F2 P61803
Q8TF40 Q15185
Q9UN73 P78509
Q9NVH0 Q9UBM7
P03372 Q9H4L4
P62829 O43181
A5PL33 Q8NEM2
Q15262 P43251
Q9UF56 Q9NQC8
Q02543 Q8N5C6
Q9BUB7 Q9BSH4
P04150 P36952
Q06710 Q8NHM5
Q6PJF5 Q9Y2J2
Q9HD43 P46379
Q9BUN8 Q15070
Q9H2D1 P05120
P62249 P15880
Q9UBP4 Q9UHI8
O15194 P43121
P49639 Q14766
Q9Y3B7 P98164
P43897 Q9H9J2
Q9P015 Q9BRJ2
Q9NRS4 Q15043
P26641 P09661
P05067 Q16270
Q9UQV4 Q5KU26
Q9Y234 A6NJ78
Q9UIR0 P78357
P29084 Q9NSD9
O95084 Q9BVI4
Q16827 Q9Y679
Q15526 O60783
Q9NVH0 Q5SWA1
P31269 O14770
O60678 Q14524
Q9Y4E8 Q8TEY7
Q5J8M3 P18031
P54578 P54136
Q9NQ55 O15355
B9A064 Q92859
P20333 P13984
Q9BXY0 Q96NE9
Q5T700 Q9NRD9
O60356 Q92621
P11831 Q9UIU6
Q3ZCQ8 Q9HC84
O95831 P38646
Q9BSH3 Q8ND04
Q8WWY3 Q96LR2
Q9NZQ7 P14314
P50222 Q6EMK4
Q96AG3 Q14739
Q86XK7 Q04756
Q9Y5Y6 Q13454
Q9HC29 Q00325
O00468 Q9BQI0
Q96RS6 Q6DKJ4
Q9UEW3 P05067
P10645 Q9NQH7
Q8WVN6 P59046
P25445 Q5SWX8
O15393 O14523
Q9H5F2 P32242
P16581 O76024
O60346 Q02878
O00555 Q9Y219
P00480 P82673
P36952 Q9BY32
P13489 Q96EK4
Q15762 Q14232
Q16478 Q9H237
Q9NQ79 Q9UK39
Q99943 P02788
O15205 P53007
Q9UKX5 P04275
Q01628 Q9Y3B7
P08247 Q9NZJ7
Q9NVM4 P62081
P04150 Q6PIV7
Q15185 O95433
O75807 Q8WY91
Q13361 P35556
P11686 Q6P5W5
Q9BXJ1 P40337
P16284 Q96HB5
Q9H469 P51449
P55055 P17405
Q5BVD1 Q92521
P61812 P13051
P04150 Q8TAQ2
Q12931 Q9H2U2
P24821 Q9H3U7
P22794 Q9Y5Z9
Q99944 P08311
Q16790 Q9ULF5
Q9Y6W8 Q7Z417
O15194 O60343
Q8IUR0 Q96Q05
Q02083 Q9Y2E5
Q9P127 Q9BY89
O75147 Q9H307
P54578 Q86UE4
O14980 P30305
O95970 Q9NRB3
Q96NL1 Q99442
Q96DN2 Q969R8
Q9BW61 Q9P2J5
Q6PCB8 Q0ZGT2
Q9Y2Z9 Q9NZJ6
Q15468 Q8IZH2
Q9H251 Q14766
Q9H7H0 Q9BYD2
P07766 O60353
Q6UXG8 Q9ULF5
P49917 P10909
P56589 P53007
Q8NBF2 Q9UBM7
Q8NI22 Q96DZ9
P40259 Q9UL01
P22695 Q9H7Z7
Q8WXI8 Q9BXS4
Q86UE4 P11387
O14931 P13611
P22105 P49765
P48742 O00567
Q9H4L4 P36578
Q16827 Q96AY3
Q96N03 Q9BSQ5
Q96LD1 Q16585
P10644 P24588
Q15262 P53708
O95084 P98164
P60484 P29966
P10909 P02788
Q9UNI6 P41214
O75390 Q9NYK5
P48634 P82673
Q9UMR7 Q86X29
O75390 P24752
Q8NE86 Q9BPX6
Q9NZQ7 O15258
Q86UE4 P20273
Q8WVJ2 O75312
Q8N766 Q96QK1
P35680 Q01826
P03372 Q9NZ01
Q96HY6 P78345
Q8TC27 Q07820
Q14442 Q5SWA1
Q15526 P49753
P56180 Q92621
P15812 Q9UL01
Q13361 Q9Y219
P41235 Q9ULK4
Q9ULR3 O75976
Q9H106 Q9Y4K0
Q9NY74 Q9H9A7
P18827 Q9NQW7
Q93096 Q8NEZ5
P35219 P01834
O15194 Q13433
O15455 Q9H0F6
Q9NPG4 Q8N8Z6
Q96RD7 P57088
P26641 P46777
O60882 P07954
Q9UBS5 O43149
O75147 Q9NQT4
Q9Y624 Q8TF66
P04150 P43378
Q9UHD9 Q9NP70
P60866 Q9NRX1
Q9NYB0 Q96CM4
P02741 P78357
Q9UBL9 O75973
O75439 Q9BYD1
O00253 P28799
Q9NZQ7 Q96QA5
Q99828 P23759
Q8N878 Q9UBG3
Q13573 P27694
P43630 Q24JP5
P32004 P13591
Q15629 Q9BUN8
Q9BXH1 O60936
P31785 P29350
Q29980 O14763
P10619 O95196
P20333 O00165
Q6NUS6 Q6NUQ4
P06748 P56715
O14980 Q96CT7
O15393 Q14108
Q9BVS5 O43847
O75439 Q96A35
O75439 Q8N5N7
P03372 P53396
A0PJW6 O14763
P34810 Q8IW75
O75509 P08138
Q6P087 Q8IVD9
Q9UKF2 Q96F46
O75462 Q13332
Q96HD1 O95470
Q53F39 Q9H6U8
Q9UGI6 P05067
P05067 P83111
Q5T700 Q86UT6
Q15185 Q8NCD3
P12645 Q8TEU8
Q01826 P55854
P06396 P62244
P10644 Q9UMQ6
Q9NQC7 Q9Y3U8
P05067 P22303
Q13573 P98164
Q14392 Q8N1F8
Q6ZSA7 Q7Z2K6
O75607 Q07020
P55212 Q9NSA1
Q7L2J0 P26641
P27694 Q96P63
O75469 P28702
Q9Y5X9 P34741
Q6P995 Q7Z4F1
Q07820 Q13015
Q9UQV4 O00400
P02751 Q9UKD2
Q13505 Q8NBX0
Q9UBP4 O95390
Q969P0 P62861
P06748 Q9NRX1
Q13635 Q9UMF0
Q5SWW7 Q0VD86
Q9NVH0 Q5T160
Q16658 Q16851
O14561 Q9Y697
Q9HBL7 Q15046
P01127 Q03701
Q13309 P50616
P33681 Q9Y5L0
P24666 P04150
O95400 Q96RT8
Q9Y2K5 O95985
Q9UHD9 Q9UBV8
Q9UNN5 P29692
O15118 Q96CS3
P17813 Q9BRJ2
O15205 P62910
P18627 P20036
Q16651 Q12891
Q86XK7 Q9Y2C4
P26367 Q9UIG4
P14138 Q7Z7M0
Q99848 P46779
P15927 Q8IZH2
P17813 Q96FQ6
Q9HBV2 Q70HW3
Q14978 P55081
P11387 Q9H7H0
P36578 Q9Y3B9
O60346 O00555
Q9NZQ7 Q96FQ6
Q9NQT4 P50222
A6NJ78 Q9Y399
Q2M2E3 O14735
Q13332 P26641
P05981 Q8IWU6
P50222 Q9P0J1
Q13635 P49641
Q07021 P51398
Q96GX1 Q9Y4L1
P04150 Q96K76
P14625 Q15125
Q9ULA0 O60343
P03372 P26640
Q8NBX0 Q9NS69
Q9NWT6 O43159
Q96NL1 Q8WV83
O43240 P01871
Q9HCN8 Q13443
Q8NBM4 P0CG47
Q96F46 Q70EL1
P23759 Q14814
P46531 Q14694
P08603 P22033
P10275 Q96HS1
P19387 P49207
Q9GZQ3 Q92542
Q9BVJ7 O75844
P18031 P20908
Q6UWW8 Q9H0Q3
P46531 P51784
P51888 P98095
P03372 O00468
P20062 Q8N201
Q96BP2 O75380
Q96QA5 Q08188
Q9HCN8 P54802
Q01780 Q96PV6
O15393 P05067
Q8WZ55 Q86VY9
O95985 Q13895
P12955 Q5JS54
Q5J8M3 P27694
O00165 Q9H840
Q14627 A6NJ78
Q9NUX5 Q7L4I2
Q9NZN8 Q9Y520
Q15125 O43169
Q24JP5 Q9UHY7
Q9NPE6 Q7Z2K6
Q15262 P12109
Q9NQC7 Q13868
P49639 Q9Y4X0
O43242 Q9NZJ7
P28799 P38646
P22304 Q9Y2E5
Q7L8L6 Q9Y697
Q9UNI6 Q02252
Q7Z6M3 Q92990
P04278 Q96QD9
P48357 Q99608
Q9BY84 P31323
P21589 O60245
O14980 Q14814
O14763 O15519
Q12841 P08571
Q96GC9 O75128
Q9Y624 P20701
P27695 Q09666
P20645 P78380
Q8N3Z0 P82663
Q9Y240 Q9BXR0
Q96AG3 Q96HY6
Q8IYB3 Q8TAQ2
P09884 P18858
P61960 O75312
P01730 O15371
Q10713 P82663
Q9UHD9 Q9HDC9
Q86WK6 Q15848
Q86XK7 Q9UBH6
Q9H1H1 Q9BV44
Q96C19 P05067
Q96KG7 Q24JP5
Q9NQC3 Q9BUB7
P19438 Q3ZCQ8
Q9BXB1 P27797
Q9NUM4 Q9UHG3
Q15543 Q10570
Q9BY84 Q8TCU4
Q6NUM9 P05067
P05423 Q9H1D9
Q01581 Q9NZD8
Q16799 O75298
P36941 Q9NPF0
Q6PI78 O95297
P03372 Q9BPX6
P16070 Q12891
Q92820 Q14703
Q9UL01 Q9BXS4
Q9Y3B7 Q92552
P20839 Q8TEV9
P05161 Q9UMW8
P03372 Q8WWY3
Q96AK3 P82664
P04150 Q06210
Q9UKP4 Q92743
Q96F46 Q6UVM3
Q96AG4 Q8N2K0
O43493 Q9UBM7
Q9NPH5 P01833
Q8WWZ8 P62829
P04233 P37268
P38646 P82933
P09661 Q9NS69
Q92542 Q6NUS6
P52849 Q95460
P60891 Q9Y3A5
O75969 Q5JQC9
P10415 P99999
O15496 Q9UHI8
Q96DZ9 P38435
Q9NZT2 Q93009
Q5VX71 Q13683
O95210 Q9HAV4
Q9Y4E8 Q07020
P38646 P10276
Q53GS9 P04004
P27695 Q96A73
Q9BXS4 O14763
Q7L2J0 Q92552
Q14003 Q99650
Q66K64 P40337
Q01628 Q16799
Q86T26 Q9NXC2
Q7RTX0 Q12891
Q93009 O43592
Q9H4S2 O95202
O76021 Q02878
Q9H0D6 Q5JVF3
P11279 Q96N66
Q13573 P26641
Q8NI22 P05067
O94856 Q07699
Q9NWV8 O43242
Q10570 Q9P2I0
Q9BXS4 P51511
P43489 Q07011
Q96DZ9 Q6UWP7
Q9NZQ9 Q58FG1
O43491 P42261
Q9BUL9 P78345
Q9Y6C5 Q13332
Q96KR6 Q6UX40
Q14512 P35475
Q6UY01 P48634
Q9HBL8 Q9UNN8
Q96AK3 O43422
O75056 P18827
Q9BRT6 Q9H5J8
P46781 Q96GM8
P49207 P15880
O15205 P46379
Q12841 Q8WZ42
Q5BVD1 Q9UBH6
Q96AG4 Q14696
P50914 Q07020
P61927 Q9Y2R9
O76021 P02675
Q9BUB7 Q9Y697
P27695 O14672
Q8NE86 Q9Y676
O75489 P03915
Q01860 Q8TAQ2
Q16790 Q9BRK3
Q9BUN8 Q8N766
P34741 Q96QE5
P10275 Q9HAH7
Q9BQY4 Q9BUX1
O14931 Q15904
Q969L2 P13473
Q6P1Q9 P05067
P00480 O75489
P05981 Q9BRR6
Q9Y2J2 Q8IYB3
O75607 P62917
Q9P0I2 Q9UHD9
Q9NUM4 P50454
Q4G0W2 P13804
P15927 Q15459
Q9BT49 P46087
Q9Y5F7 Q969Z4
P08865 P51571
Q5TGI0 Q8IWB9
Q8TDB4 P53701
P09693 O43561
Q8WZ19 Q9NQT4
Q13573 Q6UN15
Q99608 Q9UJ55
O60356 P52907
P13611 P14780
P02751 P16144
Q9P032 Q02978
Q96DN0 P20930
P05161 Q7KZF4
Q5UIP0 P27694
Q5BJH7 Q8TF66
Q13573 P01876
O94888 P0CG47
O75431 Q15390
P10275 O00512
Q9UIR0 Q95460
Q86XR7 P58753
Q96FV9 O43149
Q5J8M3 P61353
Q9UIR0 Q6UWY0
Q96CM3 Q15031
Q99943 P36955
Q99608 Q9P035
Q96QK1 P18084
Q6X784 Q9UBV2
P07766 O76024
Q9UK85 Q6YHK3
P05067 Q9NVV9
Q9Y2K5 Q7Z739
P43897 O95202
Q9UHD9 P04181
Q9Y5Y6 P49765
Q9Y399 Q9Y2R9
Q969N2 Q9UJ70
O00468 Q9Y3P9
Q9Y264 Q9UMR5
O95197 Q8IWB9
Q99442 Q9HD23
P49639 P23142
P30988 Q9Y266
P03952 Q9UI10
Q01344 P12644
Q03405 P60903
O95259 Q96HA8
P04183 P05452
Q5BJD5 Q00325
P38484 P04150
O75147 Q6PCB5
P57054 P37287
Q96BH3 O00468
P11279 Q68D85
Q6NUS6 P14314
Q9Y6X8 P40337
Q07021 Q9Y3B9
Q13797 P18084
P55055 Q9H9A7
Q5H9L4 Q96B23
Q8TDQ1 Q9UGN4
Q99442 Q9UQN3
Q9NYP3 P51784
Q9NUM4 Q92896
Q96FJ2 Q9Y448
O95197 Q9NQC3
Q14114 Q6UUV7
P20908 P01137
Q96NL1 P13224
P31323 P02679
Q8WXI8 O43707
O00165 O15371
Q9BXB1 P06748
P03372 Q15361
P15289 P14625
P11912 Q8NBD8
O15393 Q14624
Q99575 P30533
Q7L2J0 P14625
Q5W111 Q96HI0
P0CG37 P12644
O00625 Q96S82
P14625 P80723
O76021 Q9H1D9
Q92902 Q9NQG7
Q86YD3 Q13683
Q8N2H4 P15151
Q66K64 Q96CT7
Q96HR8 P28340
Q14108 Q96HS1
P02751 Q13683
Q96HY6 Q02388
Q9HCN8 Q9NXG6
P30203 Q13740
Q9P2J2 Q6PI78
Q10713 P56181
Q5BJD5 O43149
P08833 P22692
Q96S82 Q96H20
Q07021 P22695
P27487 Q02978
Q9Y597 Q6UUV9
P26367 Q9HAH7
Q13573 Q9Y2W1
P29966 Q96J84
P20916 P20908
Q8IYB3 P09661
P12273 Q13472
Q92733 Q9UNN5
Q9NX40 Q70CQ3
Q9BWV1 P12830
P78310 P98172
O14980 Q96K76
Q8NC69 Q96HA8
O75147 O94769
Q07687 P28360
O14967 Q13563
Q9BW61 Q9NR45
Q5TGI0 Q8N9R8
Q5BJD5 Q92621
P21964 Q5T1Q4
Q96B26 Q96HA8
Q9NWT6 P61927
Q86TH1 P23142
O14713 Q92844
O75390 P82664
Q15024 Q13868
Q5T3J3 P04150
Q15468 O15027
P16070 Q9BXK5
P13726 P61803
Q9Y2G2 P51587
Q99932 Q9Y5R4
P51784 P12273
Q86SJ2 Q86WK6
P14859 Q96HS1
Q96KN3 Q9BW61
Q7Z417 Q9NS15
Q14790 P29350
Q9BY67 O95727
P18077 Q9UNX3
P17301 O00401
P26367 O00512
P46379 Q9BSL1
Q8N668 Q9H0A8
Q9NP70 Q9BSL1
Q7L2J0 P10155
Q01860 P82664
P12830 Q7KZF4
P08865 Q9NQ55
P10275 Q86W26
Q9BXS4 Q6UVM3
A8MZ59 Q9NRZ5
O60383 O43261
Q7L5N7 Q9ULF5
Q8NBF2 Q92820
Q9P2J5 P30050
P40259 P11912
O15145 Q5VUJ6
O60356 Q9BXY0
Q6NUS6 O15258
P20908 Q13797
Q6P087 P82663
Q8IW35 Q6PI47
P07358 P01031
Q504Y0 P13224
A1L190 Q9NX40
Q13530 Q9HAV4
Q86VU5 O43592
Q96AK3 Q9BYD2
O60462 P32004
O94782 P55060
O15496 Q99932
Q9NQ34 P18031
Q8TB22 P99999
Q14118 Q8N806
Q96QE5 Q9Y676
O75439 Q6L8Q7
Q9UFN0 Q5JPH6
P03372 Q5JVS0
P29966 P49006
Q96A22 Q6P995
Q9HBV2 Q9UBI1
O75147 O43242
P62249 Q7KZF4
Q5T700 P33121
P01871 O43808
O00468 P05067
Q969J5 Q96F46
P00480 Q9BSH4
Q09666 P60903
P06748 Q7L2H7
O95985 Q15293
Q9NS69 O15027
O43291 P04035
Q92820 P13611
Q8NI17 P42702
A1L190 O15258
Q9BUN8 Q9BWL3
Q6NUJ2 P41214
P04150 P41223
Q9BY84 Q8TEV9
Q7L2J0 Q9Y3U8
P03372 Q9Y676
Q9HBB8 Q92673
O15173 Q9NZ01
Q14790 P21580
Q9Y2H0 Q8IZ83
Q14802 Q9H3K2
O43493 Q15437
P15880 O76021
P12644 P35680
Q99943 P22735
Q12918 O94829
Q9ULA0 Q16851
Q92820 Q7Z7M0
P62917 Q9UNX3
Q01860 P09661
Q9HC96 P98172
P27695 P50336
P50914 P62917
Q9BXB1 P49750
Q9NQH7 Q07021
P35680 Q5JSZ5
Q12888 Q86X55
O15393 Q6NUK1
Q6NYC1 Q5VTL8
P03372 O15533
Q96PE5 Q9Y619
Q8TB96 Q07021
P02741 Q50LG9
Q8NBF2 O43633
P38646 Q14160
Q16643 O95425
P43897 P55809
P29084 Q96C19
Q5T3J3 P46781
Q5TGI0 Q9Y6X3
P08118 P00750
Q6IN84 Q10713
P78324 O60936
Q6ZN44 Q9Y5V3
O00555 Q8N2S1
Q13797 P16144
Q99608 P51648
O60942 Q6P1J9
P52788 O00193
O15160 Q9Y535
P00734 P05121
Q6IN84 Q9Y2R9
Q9Y6G3 Q9BRJ2
P17813 Q5TBB1
O75147 Q9P2I0
Q9Y2I6 O14980
O75607 Q9BXY0
P00480 Q4J6C6
Q9UNN5 P27694
Q13635 O95754
Q96CF2 O43242
O14561 Q9P015
Q9H213 P05067
Q6P5W5 Q9H9S5
P60484 O00567
Q9NZQ7 O43592
Q9UBM1 Q6MZM0
Q9Y6G3 Q9BQ48
P31269 P40426
A8MVS5 Q9Y3P9
Q86VU5 P55060
Q9NYK5 Q96CM3
O60383 Q9H0Q3
P40238 Q13740
Q8TDB4 Q7Z7L7
Q9BVS5 P51398
P08247 O43731
Q03701 P46087
Q9NQW7 O60936
Q9BQB4 Q9Y5T5
Q9H9S0 Q12888
P25311 Q96P63
Q96F46 Q8IY17
Q8N6Y1 O60245
Q9NUM3 Q6NXR4
P11686 O14672
Q9BSH4 Q9Y2R9
Q8N766 Q5J8M3
Q02878 P82673
O95672 Q6AZY7
P19320 P55060
P14138 P98160
O00418 P62861
P00966 P55263
Q8WZ75 P37231
O95971 Q9NYQ7
Q7L2J0 Q9H7H0
O14967 Q8WTV0
P22735 Q9BR01
O43920 P22695
Q96HY6 Q92598
P30533 O15355
Q9Y3C1 Q5VTL8
Q96FX2 P62917
P11686 P17301
Q9BWS9 Q9NY15
Q07021 Q5JPH6
Q92844 P38646
Q99608 Q02878
Q15848 Q99715
Q96KJ9 P99999
Q9BZR8 Q9H3K6
Q16626 Q8N0U8
Q9Y2R2 Q9HC21
P62136 Q14739
Q7L2J0 Q13868
Q14739 O43242
Q96NZ9 P02788
Q9Y234 P05067
P62910 P62861
Q7L2J0 Q9BTT0
Q86T26 Q92542
Q9Y4C4 O15173
P09693 P07766
Q96P63 P08697
P15812 O14672
O43493 Q14160
Q9BY84 Q92628
P60484 Q19T08
P01588 Q13332
Q9BZR8 Q9P032
Q01628 Q9P2D6
P55212 Q01826
P48634 Q10570
Q6UY14 Q9H2A7
O43521 P10415
O95925 P02788
P02675 Q9NQW7
Q8WZ75 O00401
Q5W0Q7 P01876
P05160 P02671
Q9UQN3 O43633
P63316 P0CG47
Q96PL2 Q6NUM9
Q9BSB4 P08243
Q8WV83 Q9UQ13
Q8N3G9 Q86X29
O75607 Q9H5J8
P27695 Q9Y4W2
Q96SW2 P13984
P13473 P20839
Q13361 Q8N2S1
Q7L8L6 Q9P015
Q96HD1 Q6P1A2
Q8N196 Q96B23
Q5TGY3 P05067
Q96BH3 Q9H2X0
P99999 Q9NWB6
Q8TC99 O75096
O00567 P50454
Q15526 O75880
Q96FX7 P30039
Q4J6C6 Q8N3Z0
Q9UL01 Q5TA45
P28827 Q8TC07
P48723 P27797
Q15526 O75431
Q7L2J0 Q58FG1
P26447 Q8N8N7
Q9UHD9 P31944
Q8TC99 Q15013
P62917 P16871
Q9H0A8 Q86X83
P03372 Q9UFC0
P03372 O76024
P55854 Q8IX15
Q01581 Q9NQW7
P06401 Q58FF8
Q9HCY8 P35030
Q8WVJ2 Q6GYQ0
Q9Y2R9 Q92552
Q9BSH4 P20719
P43897 Q9BU61
P03372 O76021
Q70EL1 O95231
Q5VXU3 Q92628
P14210 P04004
P43897 Q96SZ6
Q5J8M3 O60256
Q9H1K1 Q16595
Q16827 O75976
Q6P087 P56181
Q5BJD5 P39656
Q07020 P36578
Q8NBP7 Q53H12
P06396 Q9P2T0
Q14114 Q92733
P62273 P62081
Q14627 Q14118
Q92932 O14763
Q96RS6 P19387
Q9H5Q4 O00411
Q13573 Q9Y3U8
P14555 P46379
Q9BVI4 Q13601
Q0VD86 Q96A72
Q30KP9 Q14517
Q30KQ9 P28799
P27695 Q9NP73
Q5TGI0 P29074
Q03405 Q96CG8
O95672 Q9UGT4
P54578 P0CG47
Q99442 O43491
Q14994 Q96RN5
P20645 Q9NS69
P06748 Q9Y3B9
Q9UKF2 O14672
Q5JSZ5 P05067
Q07021 Q9P015
Q02818 P54727
Q96AG4 Q9NPA0
O14931 O00462
O96015 Q2VPK5
O95390 O60486
Q9UBX7 Q86XX4
Q9Y2G2 Q15906
O60934 O95602
O43242 Q06210
P05093 Q16878
P02675 Q15126
Q9NYK5 P82933
Q9UJV8 Q9BRU9
Q96RS6 Q9Y266
Q9NY61 Q8TDN6
Q9NX14 O43181
O00442 P18077
Q96BP2 Q9Y6G3
O00468 P63098
O43493 Q5SRE5
Q86UE4 P46777
Q99638 P15927
Q9UKJ1 Q86VH4
Q5BKX5 Q9NRY6
Q01860 P41208
Q9NZQ7 P33681
Q6P587 Q9NZE8
P01127 Q8WTT2
Q9NPR2 O43157
P15509 P32927
P32780 P60891
P15812 P55899
Q9NVH0 Q15390
Q13573 O60934
Q03405 Q9UK39
P16871 P46531
P13804 Q9UBV8
Q9ULW3 Q9H501
Q8IWF2 Q9UBV2
P23280 O94952
Q8WY54 Q13257
Q00325 O75431
O75808 P28799
P20839 Q96S82
Q9NQC7 Q9Y4L1
O95231 Q9HC24
Q86YD3 Q9Y4K0
P27694 O60934
Q9UHP7 P03915
Q96HR8 Q15573
Q9H0Q3 Q5KU26
Q5T7W7 Q9UHC1
Q92932 O43592
Q9P0J1 O75439
Q2HXU8 Q9UNW1
P14210 Q92673
Q8N668 Q9P000
Q8TBE3 Q9NSU2
P61769 P01732
P01133 P19883
P09758 Q9Y3P9
Q8IV45 Q96HY6
P04150 P38646
Q9UBL9 Q9BWS9
Q9Y2I6 Q8TCU4
Q5VTL8 P99999
Q9H9P8 O43240
Q9NZQ9 Q9H3P2
Q86WR0 Q8NDH3
P14210 P05981
Q9H8X2 P11117
Q13635 Q15370
O60346 O75363
Q96A35 Q9H9J2
O75807 Q3ZCQ8
Q96GX1 O60568
P60484 Q99575
Q15024 Q06265
Q8NBF2 Q9NYF8
Q8N766 P08582
Q15526 Q9Y676
Q9NQC7 P36578
P17813 Q8ND56
Q5T700 Q9ULF5
Q01860 Q06190
Q13573 Q15466
Q9NZQ7 Q8ND56
Q93096 Q7L2H7
Q9H400 Q9Y2E5
P03372 Q9H6R4
Q08AM6 P55061
P05981 Q9UHI8
Q400G9 Q9H269
P39060 P12109
Q96CS3 P50454
O60356 Q8TDN6
Q96LR2 Q8NCD3
Q14978 Q9Y2X3
O60704 Q9GZU1
Q9UNN5 Q86YZ3
Q13158 P48147
Q13291 Q24JP5
Q9H3M0 Q8N5I3
Q96HY6 Q5SWX8
P02675 Q9Y3A5
P50914 Q9BXY0
Q96DZ9 O95971
P11831 P23511
P16298 P63098
Q9H9S0 Q9BQY4
P50914 P62841
Q13155 P54136
